0,1078009200.0,1,19.2436
1,1078012800.0,1,18.8516
2,1078016400.0,1,18.5184
3,1078020000.0,1,18.2244
4,1078023600.0,1,18.0186
5,1078027200.0,1,17.803
6,1078030800.0,1,17.558
7,1078034400.0,1,17.4796
8,1078038000.0,1,17.5972
9,1078041600.0,1,19.9884
10,1078045200.0,1,19.9002
11,1078048800.0,1,21.184
12,1078052400.0,1,21.2722
13,1078056000.0,1,20.9684
14,1078059600.0,1,21.478
15,1078063200.0,1,20.988
16,1078066800.0,1,20.204
17,1078070400.0,1,19.8512
18,1078074000.0,1,19.4984
19,1078077600.0,1,19.1652
20,1078081200.0,1,19.0084
21,1078084800.0,1,18.8712
22,1078088400.0,1,18.7438
23,1078092000.0,1,18.6164
24,1078095600.0,1,18.4498
25,1078099200.0,1,18.3126
26,1078102800.0,1,18.0676
27,1078106400.0,1,17.95
28,1078110000.0,1,17.8226
29,1078113600.0,1,17.6756
30,1078117200.0,1,17.411
31,1078120800.0,1,17.1954
32,1078124400.0,1,20.9488
33,1078128000.0,1,21.38
34,1078131600.0,1,22.311
35,1078135200.0,1,22.556
36,1078138800.0,1,24.7218
37,1078142400.0,1,23.7516
38,1078146000.0,1,25.6234
39,1078149600.0,1,25.1824
40,1078153200.0,1,24.9276
41,1078156800.0,1,25.3098
42,1078160400.0,1,25.0844
43,1078164000.0,1,21.3702
44,1078167600.0,1,20.939
45,1078171200.0,1,20.5372
46,1078174800.0,1,20.155
47,1078178400.0,1,19.6748
48,1078182000.0,1,19.322
49,1078185600.0,1,18.9202
50,1078189200.0,1,18.4792
51,1078192800.0,1,18.1656
52,1078196400.0,1,17.95
53,1078200000.0,1,17.5972
54,1078203600.0,1,17.4502
55,1078207200.0,1,17.3228
56,1078210800.0,1,22.9872
57,1078214400.0,1,24.5356
58,1078218000.0,1,25.7802
59,1078221600.0,1,23.6928
60,1078225200.0,1,24.124
61,1078228800.0,1,24.4376
62,1078232400.0,1,24.5454
63,1078236000.0,1,24.124
64,1078239600.0,1,23.7712
65,1078243200.0,1,22.3208
66,1078246800.0,1,21.527
67,1078250400.0,1,21.4192
68,1078254000.0,1,21.1056
69,1078257600.0,1,20.7724
70,1078261200.0,1,20.5176
71,1078264800.0,1,20.2628
72,1078268400.0,1,20.057
73,1078272000.0,1,19.8414
74,1078275600.0,1,19.4494
75,1078279200.0,1,19.0476
76,1078282800.0,1,18.7046
77,1078286400.0,1,18.3812
78,1078290000.0,1,18.293
79,1078293600.0,1,18.3028
80,1078297200.0,1,24.5062
81,1078300800.0,1,26.5642
82,1078304400.0,1,25.104
83,1078308000.0,1,25.5254
84,1078311600.0,1,23.5164
85,1078315200.0,1,23.928
86,1078318800.0,1,24.2416
87,1078322400.0,1,24.6336
88,1078326000.0,1,24.3494
89,1078329600.0,1,23.9182
90,1078333200.0,1,24.124
91,1078336800.0,1,22.507
92,1078340400.0,1,21.8994
93,1078344000.0,1,21.5368
94,1078347600.0,1,21.2722
95,1078351200.0,1,20.8998
96,1078354800.0,1,20.5666
97,1078358400.0,1,20.106
98,1078362000.0,1,19.4984
99,1078365600.0,1,19.1456
100,1078369200.0,1,18.8124
101,1078372800.0,1,18.5086
102,1078376400.0,1,18.342
103,1078380000.0,1,18.2538
104,1078383600.0,1,24.0652
105,1078387200.0,1,24.9962
106,1078390800.0,1,26.4662
107,1078394400.0,1,24.8884
108,1078398000.0,1,25.8194
109,1078401600.0,1,26.133
110,1078405200.0,1,26.2016
111,1078408800.0,1,24.0358
112,1078412400.0,1,22.9676
113,1078416000.0,1,22.066
114,1078419600.0,1,21.1546
115,1078423200.0,1,21.5172
116,1078426800.0,1,21.3016
117,1078430400.0,1,20.9782
118,1078434000.0,1,20.7822
119,1078437600.0,1,20.6156
120,1078441200.0,1,20.4196
121,1078444800.0,1,20.2334
122,1078448400.0,1,19.959
123,1078452000.0,1,19.714
124,1078455600.0,1,19.4004
125,1078459200.0,1,19.2044
126,1078462800.0,1,19.077
127,1078466400.0,1,19.0868
128,1078470000.0,1,24.3592
129,1078473600.0,1,24.9178
130,1078477200.0,1,24.32
131,1078480800.0,1,23.6928
132,1078484400.0,1,23.0656
133,1078488000.0,1,23.4478
134,1078491600.0,1,24.3298
135,1078495200.0,1,23.634
136,1078498800.0,1,23.291
137,1078502400.0,1,22.5756
138,1078506000.0,1,21.5172
139,1078509600.0,1,21.6054
140,1078513200.0,1,21.3506
141,1078516800.0,1,21.037
142,1078520400.0,1,20.8018
143,1078524000.0,1,20.694
144,1078527600.0,1,20.5078
145,1078531200.0,1,20.008
146,1078534800.0,1,19.8316
147,1078538400.0,1,19.6552
148,1078542000.0,1,19.567
149,1078545600.0,1,19.42
150,1078549200.0,1,19.2338
151,1078552800.0,1,19.077
152,1078556400.0,1,19.6356
153,1078560000.0,1,22.2522
154,1078563600.0,1,24.0358
155,1078567200.0,1,25.6038
156,1078570800.0,1,26.9268
157,1078574400.0,1,27.2012
158,1078578000.0,1,26.8092
159,1078581600.0,1,26.4172
160,1078585200.0,1,25.6136
