1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 54
10 56
11 50
12 60
13 56
14 no
15 71
16 72
17 70
18 69
19 72
20 64
21 no
22 72
23 72
24 62
25 no
26 62
27 67
28 67
29 no
30 70
31 75
32 59
33 no
34 30
35 71
36 65
37 no
38 no
39 65
40 no
41 62
42 no
43 66
44 64
45 67
46 65
47 no
48 61
49 58
50 no
51 no
52 66
53 66
54 no
55 74
56 52
57 65
58 no
59 63
60 no
61 67
62 68
63 no
64 64
65 no
66 64
67 70
68 59
69 64
70 65
71 59
72 75
73 64
74 60
75 60
76 no
77 67
78 66
79 no
80 62
81 no
82 62
83 63
84 65
85 70
86 63
87 no
88 no
89 64
90 66
91 75
92 no
93 66
94 63
95 no
96 72
97 65
98 no
99 48
100 68
101 28
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 75
9 59
10 63
11 60
12 55
13 55
14 no
15 71
16 71
17 69
18 67
19 73
20 65
21 no
22 75
23 72
24 59
25 no
26 63
27 60
28 66
29 no
30 71
31 75
32 58
33 no
34 20
35 72
36 62
37 no
38 no
39 65
40 no
41 62
42 no
43 62
44 66
45 68
46 64
47 no
48 61
49 58
50 no
51 no
52 63
53 63
54 no
55 73
56 52
57 65
58 no
59 61
60 no
61 65
62 68
63 no
64 64
65 no
66 59
67 70
68 61
69 63
70 63
71 59
72 75
73 64
74 58
75 57
76 no
77 66
78 65
79 no
80 61
81 no
82 61
83 62
84 66
85 70
86 63
87 no
88 no
89 64
90 64
91 75
92 no
93 66
94 63
95 no
96 73
97 67
98 no
99 49
100 69
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 75
9 58
10 63
11 68
12 59
13 51
14 no
15 71
16 73
17 67
18 67
19 74
20 63
21 no
22 75
23 72
24 61
25 no
26 62
27 67
28 60
29 no
30 71
31 75
32 58
33 no
34 19
35 74
36 63
37 no
38 no
39 64
40 no
41 62
42 no
43 63
44 67
45 70
46 62
47 no
48 61
49 57
50 no
51 no
52 67
53 67
54 no
55 74
56 52
57 64
58 no
59 61
60 no
61 65
62 67
63 no
64 64
65 no
66 63
67 67
68 61
69 63
70 66
71 57
72 75
73 63
74 58
75 57
76 no
77 65
78 64
79 no
80 59
81 no
82 61
83 61
84 68
85 71
86 64
87 no
88 no
89 64
90 64
91 75
92 no
93 66
94 62
95 no
96 73
97 67
98 no
99 48
100 71
101 24
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 75
9 59
10 59
11 67
12 60
13 54
14 no
15 66
16 72
17 69
18 65
19 74
20 61
21 no
22 75
23 69
24 65
25 no
26 62
27 64
28 64
29 no
30 66
31 75
32 62
33 no
34 17
35 72
36 64
37 no
38 no
39 64
40 no
41 63
42 no
43 64
44 71
45 75
46 63
47 no
48 61
49 57
50 no
51 no
52 67
53 67
54 no
55 73
56 50
57 64
58 no
59 60
60 no
61 64
62 66
63 no
64 62
65 no
66 58
67 66
68 61
69 59
70 67
71 57
72 75
73 62
74 57
75 57
76 no
77 64
78 63
79 no
80 61
81 no
82 61
83 60
84 68
85 70
86 64
87 no
88 no
89 65
90 64
91 75
92 no
93 67
94 62
95 no
96 74
97 68
98 no
99 47
100 69
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 74
9 61
10 63
11 59
12 60
13 54
14 no
15 64
16 68
17 68
18 67
19 75
20 61
21 no
22 74
23 70
24 64
25 no
26 68
27 61
28 61
29 no
30 69
31 75
32 60
33 no
34 19
35 72
36 63
37 no
38 no
39 64
40 no
41 64
42 no
43 64
44 64
45 75
46 62
47 no
48 59
49 55
50 no
51 no
52 66
53 67
54 no
55 75
56 67
57 65
58 no
59 60
60 no
61 66
62 66
63 no
64 62
65 no
66 55
67 66
68 60
69 58
70 70
71 57
72 75
73 58
74 57
75 56
76 no
77 63
78 63
79 no
80 60
81 no
82 61
83 59
84 68
85 70
86 64
87 no
88 no
89 65
90 64
91 75
92 no
93 67
94 60
95 no
96 75
97 67
98 no
99 49
100 73
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 75
9 67
10 49
11 63
12 61
13 55
14 no
15 65
16 64
17 65
18 66
19 75
20 62
21 no
22 75
23 69
24 61
25 no
26 66
27 71
28 62
29 no
30 68
31 69
32 59
33 no
34 69
35 73
36 63
37 no
38 no
39 65
40 no
41 63
42 no
43 63
44 64
45 69
46 63
47 no
48 62
49 63
50 no
51 no
52 66
53 65
54 no
55 75
56 66
57 69
58 no
59 61
60 no
61 68
62 68
63 no
64 61
65 no
66 60
67 63
68 60
69 58
70 63
71 56
72 75
73 59
74 56
75 55
76 no
77 62
78 63
79 no
80 62
81 no
82 61
83 60
84 66
85 69
86 64
87 no
88 no
89 64
90 64
91 69
92 no
93 67
94 60
95 no
96 75
97 67
98 no
99 49
100 70
101 34
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 64
10 61
11 56
12 66
13 57
14 no
15 63
16 65
17 61
18 63
19 75
20 63
21 no
22 74
23 69
24 62
25 no
26 64
27 52
28 67
29 no
30 66
31 69
32 58
33 no
34 66
35 73
36 63
37 no
38 no
39 67
40 no
41 66
42 no
43 65
44 60
45 64
46 66
47 no
48 62
49 62
50 no
51 no
52 63
53 62
54 no
55 74
56 66
57 69
58 no
59 61
60 no
61 69
62 69
63 no
64 63
65 no
66 63
67 63
68 60
69 57
70 65
71 58
72 75
73 59
74 55
75 55
76 no
77 61
78 62
79 no
80 57
81 no
82 61
83 59
84 67
85 69
86 64
87 no
88 no
89 64
90 64
91 71
92 no
93 67
94 58
95 no
96 75
97 66
98 no
99 51
100 70
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 59
10 58
11 67
12 64
13 60
14 no
15 62
16 62
17 60
18 61
19 75
20 61
21 no
22 75
23 70
24 64
25 no
26 67
27 65
28 64
29 no
30 67
31 69
32 56
33 no
34 67
35 73
36 66
37 no
38 no
39 66
40 no
41 68
42 no
43 66
44 60
45 65
46 64
47 no
48 62
49 62
50 no
51 no
52 64
53 59
54 no
55 74
56 66
57 70
58 no
59 62
60 no
61 68
62 69
63 no
64 63
65 no
66 71
67 64
68 60
69 58
70 65
71 57
72 75
73 57
74 55
75 54
76 no
77 60
78 63
79 no
80 55
81 no
82 60
83 60
84 66
85 70
86 65
87 no
88 no
89 64
90 65
91 70
92 no
93 67
94 55
95 no
96 75
97 64
98 no
99 50
100 67
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 57
10 60
11 65
12 64
13 59
14 no
15 62
16 67
17 60
18 61
19 75
20 61
21 no
22 75
23 70
24 61
25 no
26 69
27 67
28 64
29 no
30 67
31 69
32 62
33 no
34 63
35 72
36 62
37 no
38 no
39 63
40 no
41 65
42 no
43 68
44 59
45 64
46 65
47 no
48 60
49 62
50 no
51 no
52 64
53 59
54 no
55 74
56 56
57 71
58 no
59 61
60 no
61 67
62 66
63 no
64 63
65 no
66 63
67 66
68 61
69 59
70 65
71 59
72 75
73 58
74 55
75 54
76 no
77 60
78 62
79 no
80 55
81 no
82 58
83 60
84 64
85 70
86 65
87 no
88 no
89 64
90 66
91 73
92 no
93 68
94 57
95 no
96 75
97 64
98 no
99 50
100 64
101 28
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 58
10 53
11 67
12 59
13 60
14 no
15 63
16 67
17 64
18 62
19 75
20 59
21 no
22 74
23 71
24 62
25 no
26 66
27 61
28 64
29 no
30 67
31 69
32 60
33 no
34 63
35 73
36 62
37 no
38 no
39 62
40 no
41 62
42 no
43 64
44 60
45 62
46 65
47 no
48 60
49 63
50 no
51 no
52 64
53 60
54 no
55 75
56 57
57 67
58 no
59 59
60 no
61 66
62 65
63 no
64 61
65 no
66 65
67 67
68 62
69 61
70 72
71 59
72 75
73 59
74 56
75 54
76 no
77 59
78 62
79 no
80 58
81 no
82 58
83 60
84 63
85 71
86 66
87 no
88 no
89 65
90 66
91 72
92 no
93 67
94 59
95 no
96 75
97 64
98 no
99 50
100 66
101 29
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 57
10 64
11 62
12 58
13 53
14 no
15 66
16 70
17 68
18 63
19 75
20 60
21 no
22 72
23 70
24 62
25 no
26 66
27 60
28 64
29 no
30 69
31 69
32 48
33 no
34 66
35 73
36 62
37 no
38 no
39 62
40 no
41 59
42 no
43 60
44 63
45 62
46 64
47 no
48 59
49 64
50 no
51 no
52 64
53 60
54 no
55 73
56 57
57 65
58 no
59 57
60 no
61 65
62 65
63 no
64 61
65 no
66 53
67 67
68 62
69 61
70 69
71 60
72 75
73 61
74 56
75 54
76 no
77 61
78 63
79 no
80 59
81 no
82 57
83 60
84 63
85 71
86 66
87 no
88 no
89 65
90 67
91 74
92 no
93 67
94 62
95 no
96 75
97 64
98 no
99 47
100 64
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 57
10 59
11 69
12 58
13 52
14 no
15 65
16 69
17 67
18 64
19 75
20 60
21 no
22 71
23 72
24 59
25 no
26 68
27 64
28 63
29 no
30 71
31 75
32 49
33 no
34 65
35 73
36 63
37 no
38 no
39 60
40 no
41 60
42 no
43 61
44 64
45 66
46 62
47 no
48 58
49 64
50 no
51 no
52 64
53 60
54 no
55 73
56 57
57 64
58 no
59 57
60 no
61 64
62 65
63 no
64 60
65 no
66 62
67 69
68 61
69 59
70 55
71 62
72 75
73 61
74 58
75 55
76 no
77 61
78 62
79 no
80 55
81 no
82 57
83 60
84 63
85 71
86 67
87 no
88 no
89 66
90 67
91 69
92 no
93 68
94 63
95 no
96 74
97 64
98 no
99 48
100 61
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 57
10 53
11 60
12 62
13 53
14 no
15 63
16 64
17 71
18 68
19 75
20 62
21 no
22 70
23 72
24 57
25 no
26 66
27 64
28 66
29 no
30 72
31 75
32 48
33 no
34 36
35 75
36 61
37 no
38 no
39 60
40 no
41 60
42 no
43 61
44 64
45 73
46 62
47 no
48 58
49 64
50 no
51 no
52 65
53 59
54 no
55 75
56 67
57 64
58 no
59 56
60 no
61 63
62 64
63 no
64 60
65 no
66 65
67 68
68 62
69 62
70 59
71 61
72 75
73 62
74 60
75 56
76 no
77 62
78 61
79 no
80 64
81 no
82 57
83 61
84 63
85 71
86 67
87 no
88 no
89 66
90 68
91 66
92 no
93 67
94 62
95 no
96 73
97 64
98 no
99 48
100 61
101 32
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 57
10 46
11 54
12 60
13 56
14 no
15 62
16 63
17 68
18 69
19 75
20 62
21 no
22 70
23 72
24 58
25 no
26 63
27 63
28 66
29 no
30 75
31 75
32 48
33 no
34 35
35 75
36 64
37 no
38 no
39 61
40 no
41 58
42 no
43 61
44 61
45 68
46 60
47 no
48 58
49 65
50 no
51 no
52 64
53 64
54 no
55 75
56 68
57 65
58 no
59 57
60 no
61 63
62 67
63 no
64 60
65 no
66 66
67 66
68 62
69 61
70 64
71 62
72 75
73 62
74 58
75 56
76 no
77 63
78 62
79 no
80 54
81 no
82 56
83 62
84 62
85 71
86 67
87 no
88 no
89 66
90 67
91 68
92 no
93 67
94 60
95 no
96 72
97 65
98 no
99 48
100 62
101 33
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 57
10 62
11 56
12 58
13 55
14 no
15 62
16 59
17 60
18 63
19 75
20 65
21 no
22 74
23 71
24 57
25 no
26 64
27 63
28 63
29 no
30 75
31 75
32 61
33 no
34 36
35 74
36 65
37 no
38 no
39 61
40 no
41 60
42 no
43 59
44 62
45 64
46 60
47 no
48 59
49 66
50 no
51 no
52 63
53 64
54 no
55 75
56 69
57 66
58 no
59 58
60 no
61 63
62 66
63 no
64 62
65 no
66 65
67 66
68 61
69 59
70 65
71 61
72 75
73 60
74 59
75 56
76 no
77 61
78 62
79 no
80 61
81 no
82 57
83 63
84 62
85 71
86 67
87 no
88 no
89 66
90 67
91 68
92 no
93 66
94 59
95 no
96 72
97 65
98 no
99 50
100 62
101 33
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 59
10 61
11 67
12 62
13 53
14 no
15 61
16 64
17 59
18 60
19 75
20 65
21 no
22 75
23 73
24 60
25 no
26 61
27 63
28 63
29 no
30 70
31 75
32 59
33 no
34 36
35 74
36 65
37 no
38 no
39 63
40 no
41 63
42 no
43 60
44 62
45 65
46 60
47 no
48 60
49 67
50 no
51 no
52 63
53 63
54 no
55 74
56 68
57 67
58 no
59 58
60 no
61 64
62 66
63 no
64 60
65 no
66 64
67 69
68 62
69 59
70 69
71 59
72 75
73 58
74 57
75 57
76 no
77 63
78 64
79 no
80 63
81 no
82 57
83 63
84 62
85 71
86 67
87 no
88 no
89 66
90 67
91 69
92 no
93 67
94 60
95 no
96 72
97 65
98 no
99 53
100 62
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 56
10 61
11 65
12 61
13 56
14 no
15 60
16 62
17 64
18 56
19 74
20 64
21 no
22 75
23 73
24 62
25 no
26 63
27 64
28 63
29 no
30 70
31 75
32 57
33 no
34 50
35 74
36 65
37 no
38 no
39 62
40 no
41 64
42 no
43 65
44 62
45 66
46 61
47 no
48 63
49 67
50 no
51 no
52 64
53 65
54 no
55 73
56 68
57 69
58 no
59 59
60 no
61 64
62 66
63 no
64 62
65 no
66 60
67 67
68 63
69 60
70 68
71 59
72 75
73 58
74 57
75 57
76 no
77 64
78 63
79 no
80 63
81 no
82 59
